농약명(한글),농약명(영어),식품명,잔류허용기준(mg/kg),max_residue_limit,condition_code
이마자목스,Imazamox,밀,0.05†,0.05,†
이마자목스,Imazamox,알,0.01,0.01,
이마자목스,Imazamox,유,0.01,0.01,
이마자목스,Imazamox,포유류고기,0.01,0.01,
이마자목스,Imazamox,포유류부산물,0.01,0.01,
이마자목스,Imazamox,포유류지방,0.01,0.01,
이마자피르,Imazapyr,가금류고기,0.01,0.01,
이마자피르,Imazapyr,가금류부산물,0.01,0.01,
이마자피르,Imazapyr,가금류지방,0.01,0.01,
이마자피르,Imazapyr,대두,3.0†,3,†
이마자피르,Imazapyr,밀,0.05†,0.05,†
이마자피르,Imazapyr,보리,0.7†,0.7,†
이마자피르,Imazapyr,알,0.01,0.01,
이마자피르,Imazapyr,옥수수,0.05†,0.05,†
이마자피르,Imazapyr,유,0.01,0.01,
이마자피르,Imazapyr,유채씨,0.05†,0.05,†
이마자피르,Imazapyr,포유류고기,0.05,0.05,
이마자피르,Imazapyr,포유류부산물,0.2,0.2,
이마자피르,Imazapyr,포유류지방,0.05,0.05,
이마자픽,Imazapic,가금류고기,0.01,0.01,
이마자픽,Imazapic,가금류부산물,0.01,0.01,
이마자픽,Imazapic,가금류지방,0.01,0.01,
이마자픽,Imazapic,대두,0.3†,0.3,†
이마자픽,Imazapic,땅콩,0.05†,0.05,†
이마자픽,Imazapic,밀,0.05†,0.05,†
이마자픽,Imazapic,알,0.01,0.01,
이마자픽,Imazapic,유,0.1,0.1,
이마자픽,Imazapic,포유류고기,0.1,0.1,
이마자픽,Imazapic,포유류부산물,1,1,
이마자픽,Imazapic,포유류지방,0.1,0.1,
이마잘릴,Imazalil,가금류고기,0.02,0.02,
이마잘릴,Imazalil,가금류부산물,0.02,0.02,
이마잘릴,Imazalil,가금류지방,0.02,0.02,
이마잘릴,Imazalil,감귤류,15†,15,†
이마잘릴,Imazalil,알,0.01,0.01,
이마잘릴,Imazalil,유,0.02,0.02,
이마잘릴,Imazalil,포유류고기,0.02,0.02,
이마잘릴,Imazalil,포유류부산물,0.3,0.3,
이마잘릴,Imazalil,포유류지방,0.02,0.02,
이마제타피르,Imazethapyr,가금류고기,0.01,0.01,
이마제타피르,Imazethapyr,가금류부산물,0.01,0.01,
이마제타피르,Imazethapyr,가금류지방,0.01,0.01,
이마제타피르,Imazethapyr,대두,0.03†,0.03,†
이마제타피르,Imazethapyr,알,0.01,0.01,
이마제타피르,Imazethapyr,유,0.01,0.01,
이마제타피르,Imazethapyr,포유류고기,0.01,0.01,
이마제타피르,Imazethapyr,포유류부산물,0.01,0.01,
이마제타피르,Imazethapyr,포유류지방,0.01,0.01,
이마조설퓨론,Imazosulfuron,쌀,0.1,0.1,
이미녹타딘,Iminoctadine,가지,0.2,0.2,
이미녹타딘,Iminoctadine,감,0.3,0.3,
이미녹타딘,Iminoctadine,감귤,0.5,0.5,
이미녹타딘,Iminoctadine,건삼,0.2,0.2,
이미녹타딘,Iminoctadine,고구마,0.05,0.05,
이미녹타딘,Iminoctadine,고구마줄기,0.05,0.05,
이미녹타딘,Iminoctadine,고추,2,2,
이미녹타딘,Iminoctadine,구기자,3,3,
이미녹타딘,Iminoctadine,구기자(건조),10,10,
이미녹타딘,Iminoctadine,기장,0.7,0.7,
이미녹타딘,Iminoctadine,당근,0.1,0.1,
이미녹타딘,Iminoctadine,대추,5,5,
이미녹타딘,Iminoctadine,대추(건조),10,10,
이미녹타딘,Iminoctadine,더덕,0.2,0.2,
이미녹타딘,Iminoctadine,둥굴레(뿌리),0.05,0.05,
이미녹타딘,Iminoctadine,"둥굴레(뿌리, 건조)",0.05,0.05,
이미녹타딘,Iminoctadine,둥굴레(잎),15,15,
이미녹타딘,Iminoctadine,딸기,2,2,
이미녹타딘,Iminoctadine,레몬,0.2,0.2,
이미녹타딘,Iminoctadine,마,0.05,0.05,
이미녹타딘,Iminoctadine,마(건조),0.05,0.05,
이미녹타딘,Iminoctadine,마늘,0.1,0.1,
이미녹타딘,Iminoctadine,망고,1,1,
이미녹타딘,Iminoctadine,매실,2,2,
이미녹타딘,Iminoctadine,모과,5,5,
이미녹타딘,Iminoctadine,무(뿌리),0.03,0.03,
이미녹타딘,Iminoctadine,무(잎),2,2,
이미녹타딘,Iminoctadine,무화과,2,2,
이미녹타딘,Iminoctadine,배,0.1,0.1,
이미녹타딘,Iminoctadine,복분자,0.7,0.7,
이미녹타딘,Iminoctadine,복숭아,0.5,0.5,
이미녹타딘,Iminoctadine,부추,2,2,
이미녹타딘,Iminoctadine,블루베리,3,3,
이미녹타딘,Iminoctadine,비트(뿌리),0.05,0.05,
이미녹타딘,Iminoctadine,뽕(잎),15,15,
이미녹타딘,Iminoctadine,사과,1,1,
이미녹타딘,Iminoctadine,상추,5,5,
이미녹타딘,Iminoctadine,석류,5,5,
이미녹타딘,Iminoctadine,수박,0.05,0.05,
이미녹타딘,Iminoctadine,수삼,0.1,0.1,
이미녹타딘,Iminoctadine,쌀,0.05,0.05,
이미녹타딘,Iminoctadine,아로니아,3,3,
이미녹타딘,Iminoctadine,아스파라거스,0.2,0.2,
이미녹타딘,Iminoctadine,양배추,0.05,0.05,
이미녹타딘,Iminoctadine,양상추,5,5,
이미녹타딘,Iminoctadine,양파,0.05,0.05,
이미녹타딘,Iminoctadine,오디,10,10,
이미녹타딘,Iminoctadine,오렌지,0.3,0.3,
이미녹타딘,Iminoctadine,오미자(건조),1,1,
이미녹타딘,Iminoctadine,오이,0.5,0.5,
이미녹타딘,Iminoctadine,옥수수,0.05,0.05,
이미녹타딘,Iminoctadine,유자,0.5,0.5,
이미녹타딘,Iminoctadine,율무,0.1,0.1,
이미녹타딘,Iminoctadine,인삼농축액,0.5,0.5,
이미녹타딘,Iminoctadine,자두,0.3,0.3,
이미녹타딘,Iminoctadine,차,1,1,
이미녹타딘,Iminoctadine,참외,0.3,0.3,
이미녹타딘,Iminoctadine,체리,3,3,
이미녹타딘,Iminoctadine,취나물,7,7,
이미녹타딘,Iminoctadine,키위,0.3,0.3,
이미녹타딘,Iminoctadine,토마토,0.7,0.7,
이미녹타딘,Iminoctadine,파,0.5,0.5,
이미녹타딘,Iminoctadine,포도,1,1,
이미녹타딘,Iminoctadine,풋마늘,0.7,0.7,
이미녹타딘,Iminoctadine,피망,2,2,
이미녹타딘,Iminoctadine,호박,0.03,0.03,
이미녹타딘,Iminoctadine,호박잎,7,7,
이미녹타딘,Iminoctadine,홍삼,0.2,0.2,
이미녹타딘,Iminoctadine,홍삼농축액,0.5,0.5,
이미녹타딘,Iminoctadine,홍화씨,0.05,0.05,
이미다클로프리드,Imidacloprid,가금류고기,0.02,0.02,
이미다클로프리드,Imidacloprid,가금류부산물,0.05,0.05,
이미다클로프리드,Imidacloprid,가지,1,1,
이미다클로프리드,Imidacloprid,감귤류,0.7†,0.7,†
이미다클로프리드,Imidacloprid,감자,0.3,0.3,
이미다클로프리드,Imidacloprid,강낭콩,0.05,0.05,
이미다클로프리드,Imidacloprid,건삼,0.05,0.05,
이미다클로프리드,Imidacloprid,겨자채,5,5,
이미다클로프리드,Imidacloprid,고구마,0.05,0.05,
이미다클로프리드,Imidacloprid,고수(잎),1,1,
이미다클로프리드,Imidacloprid,고추,1,1,
이미다클로프리드,Imidacloprid,고추(건조),3,3,
이미다클로프리드,Imidacloprid,고춧잎,1,1,
이미다클로프리드,Imidacloprid,구기자(건조),5,5,
이미다클로프리드,Imidacloprid,근대,1,1,
이미다클로프리드,Imidacloprid,기장,0.1,0.1,
이미다클로프리드,Imidacloprid,녹두,0.05,0.05,
이미다클로프리드,Imidacloprid,느타리버섯,0.05,0.05,
이미다클로프리드,Imidacloprid,당근,0.05,0.05,
이미다클로프리드,Imidacloprid,대두,1.5†,1.5,†
이미다클로프리드,Imidacloprid,대추,2,2,
이미다클로프리드,Imidacloprid,대추(건조),2,2,
이미다클로프리드,Imidacloprid,더덕,0.05,0.05,
이미다클로프리드,Imidacloprid,들깻잎,15,15,
이미다클로프리드,Imidacloprid,딸기,0.4†,0.4,†
이미다클로프리드,Imidacloprid,땅콩,0.05,0.05,
이미다클로프리드,Imidacloprid,마,0.05,0.05,
이미다클로프리드,Imidacloprid,마(건조),0.07,0.07,
이미다클로프리드,Imidacloprid,망고,0.4†,0.4,†
이미다클로프리드,Imidacloprid,망고스틴,0.4†,0.4,†
이미다클로프리드,Imidacloprid,매실,1,1,
이미다클로프리드,Imidacloprid,머위,1,1,
이미다클로프리드,Imidacloprid,멜론,0.2,0.2,
이미다클로프리드,Imidacloprid,무(뿌리),0.05,0.05,
이미다클로프리드,Imidacloprid,무화과,0.3,0.3,
이미다클로프리드,Imidacloprid,미나리,5,5,
이미다클로프리드,Imidacloprid,밀,0.04†,0.04,†
이미다클로프리드,Imidacloprid,바나나,0.01†,0.01,†
이미다클로프리드,Imidacloprid,바질,9,9,
이미다클로프리드,Imidacloprid,배추,0.3,0.3,
이미다클로프리드,Imidacloprid,복분자,1.5†,1.5,†
이미다클로프리드,Imidacloprid,복숭아,0.5,0.5,
이미다클로프리드,Imidacloprid,부추,3,3,
이미다클로프리드,Imidacloprid,브로콜리,5,5,
이미다클로프리드,Imidacloprid,블루베리,4.0†,4,†
이미다클로프리드,Imidacloprid,비트(뿌리),0.05,0.05,
이미다클로프리드,Imidacloprid,산수유,0.5,0.5,
이미다클로프리드,Imidacloprid,산수유(건조),2,2,
이미다클로프리드,Imidacloprid,살구,1.5,1.5,
이미다클로프리드,Imidacloprid,상추,7,7,
이미다클로프리드,Imidacloprid,생강,0.05,0.05,
이미다클로프리드,Imidacloprid,수박,0.05,0.05,
이미다클로프리드,Imidacloprid,수삼,0.05,0.05,
이미다클로프리드,Imidacloprid,순무,0.05,0.05,
이미다클로프리드,Imidacloprid,쌀,0.2,0.2,
이미다클로프리드,Imidacloprid,쑥,0.3,0.3,
이미다클로프리드,Imidacloprid,쑥갓,2,2,
이미다클로프리드,Imidacloprid,아로니아,0.7,0.7,
이미다클로프리드,Imidacloprid,아욱,1,1,
이미다클로프리드,Imidacloprid,알,0.02,0.02,
이미다클로프리드,Imidacloprid,양배추,0.5,0.5,
이미다클로프리드,Imidacloprid,양상추,7,7,
이미다클로프리드,Imidacloprid,양파,0.2,0.2,
이미다클로프리드,Imidacloprid,엇갈이배추,1,1,
이미다클로프리드,Imidacloprid,여주,0.2,0.2,
이미다클로프리드,Imidacloprid,엽경채류,2,2,
이미다클로프리드,Imidacloprid,엽채류,3,3,
이미다클로프리드,Imidacloprid,오이,0.5,0.5,
이미다클로프리드,Imidacloprid,옥수수,0.01†,0.01,†
이미다클로프리드,Imidacloprid,올리브(열매),0.5†,0.5,†
이미다클로프리드,Imidacloprid,완두,0.05,0.05,
이미다클로프리드,Imidacloprid,용안,0.7†,0.7,†
이미다클로프리드,Imidacloprid,우엉,0.5,0.5,
이미다클로프리드,Imidacloprid,유채,1,1,
이미다클로프리드,Imidacloprid,유채씨,0.05,0.05,
이미다클로프리드,Imidacloprid,인과류,0.5,0.5,
이미다클로프리드,Imidacloprid,자두,0.2,0.2,
이미다클로프리드,Imidacloprid,차,30†,30,†
이미다클로프리드,Imidacloprid,차즈기(잎),15,15,
이미다클로프리드,Imidacloprid,참깨,0.05,0.05,
이미다클로프리드,Imidacloprid,참나물,1,1,
이미다클로프리드,Imidacloprid,참외,0.3,0.3,
이미다클로프리드,Imidacloprid,체리,3.0†,3,†
이미다클로프리드,Imidacloprid,취나물,3,3,
이미다클로프리드,Imidacloprid,치커리,3,3,
이미다클로프리드,Imidacloprid,커피원두,0.7†,0.7,†
이미다클로프리드,Imidacloprid,크랜베리,0.04†,0.04,†
이미다클로프리드,Imidacloprid,키위,1,1,
이미다클로프리드,Imidacloprid,토란,0.2,0.2,
이미다클로프리드,Imidacloprid,토마토,1,1,
이미다클로프리드,Imidacloprid,파,0.7,0.7,
이미다클로프리드,Imidacloprid,파(건조),2,2,
이미다클로프리드,Imidacloprid,파파야,0.6†,0.6,†
이미다클로프리드,Imidacloprid,팥,0.05,0.05,
이미다클로프리드,Imidacloprid,패션프루트,1,1,
이미다클로프리드,Imidacloprid,포도,1,1,
이미다클로프리드,Imidacloprid,표고버섯,0.1,0.1,
이미다클로프리드,Imidacloprid,풋콩,0.2,0.2,
이미다클로프리드,Imidacloprid,피망,1,1,
이미다클로프리드,Imidacloprid,피칸,0.01†,0.01,†
이미다클로프리드,Imidacloprid,향신씨,1.0†,1,†
이미다클로프리드,Imidacloprid,향신열매,0.9†,0.9,†
이미다클로프리드,Imidacloprid,호박,0.5,0.5,
이미다클로프리드,Imidacloprid,호박잎,20,20,
이미다클로프리드,Imidacloprid,호프,0.2†,0.2,†
이미다클로프리드,Imidacloprid,홍화씨,0.2,0.2,
이미벤코나졸,Imibenconazole,감,0.5,0.5,
이미벤코나졸,Imibenconazole,감귤,1,1,
이미벤코나졸,Imibenconazole,대추,2,2,
이미벤코나졸,Imibenconazole,대추(건조),2,2,
이미벤코나졸,Imibenconazole,머루,5,5,
이미벤코나졸,Imibenconazole,배,0.1,0.1,
이미벤코나졸,Imibenconazole,복숭아,0.3,0.3,
이미벤코나졸,Imibenconazole,사과,0.3,0.3,
이미벤코나졸,Imibenconazole,차,0.2,0.2,
이미벤코나졸,Imibenconazole,포도,0.2,0.2,
이미시아포스,Imicyafos,고추,0.1,0.1,
이미시아포스,Imicyafos,고춧잎,1,1,
이미시아포스,Imicyafos,당근,0.05,0.05,
이미시아포스,Imicyafos,더덕,0.05,0.05,
이미시아포스,Imicyafos,딸기,0.05,0.05,
이미시아포스,Imicyafos,마,0.05,0.05,
이미시아포스,Imicyafos,마(건조),0.05,0.05,
이미시아포스,Imicyafos,마늘,0.05,0.05,
이미시아포스,Imicyafos,멜론,0.05,0.05,
이미시아포스,Imicyafos,배추,0.05,0.05,
이미시아포스,Imicyafos,브로콜리,0.1,0.1,
이미시아포스,Imicyafos,수박,0.05,0.05,
이미시아포스,Imicyafos,쑥갓,5,5,
이미시아포스,Imicyafos,엇갈이배추,0.2,0.2,
이미시아포스,Imicyafos,오이,0.2,0.2,
이미시아포스,Imicyafos,우엉,0.05,0.05,
이미시아포스,Imicyafos,우엉잎,2,2,
이미시아포스,Imicyafos,참외,0.1,0.1,
이미시아포스,Imicyafos,토마토,0.05,0.05,
이미시아포스,Imicyafos,풋마늘,0.05,0.05,
이미시아포스,Imicyafos,피망,0.1,0.1,
이미시아포스,Imicyafos,호박,0.05,0.05,
이사-디,"2,4-D, 2,4-dichlorophenoxyacetic acid",가금류고기,0.05,0.05,
이사-디,"2,4-D, 2,4-dichlorophenoxyacetic acid",감귤류,0.15†,0.15,†
이사-디,"2,4-D, 2,4-dichlorophenoxyacetic acid",감자,0.2†,0.2,†
이사-디,"2,4-D, 2,4-dichlorophenoxyacetic acid",견과류,0.2†,0.2,†
이사-디,"2,4-D, 2,4-dichlorophenoxyacetic acid",대두,0.01†,0.01,†
이사-디,"2,4-D, 2,4-dichlorophenoxyacetic acid",레몬,1.0†,1,†
이사-디,"2,4-D, 2,4-dichlorophenoxyacetic acid",면실,0.08†,0.08,†
이사-디,"2,4-D, 2,4-dichlorophenoxyacetic acid",밀,2.0†,2,†
이사-디,"2,4-D, 2,4-dichlorophenoxyacetic acid",보리,0.5T,0.5,T
이사-디,"2,4-D, 2,4-dichlorophenoxyacetic acid",블루베리,0.03†,0.03,†
이사-디,"2,4-D, 2,4-dichlorophenoxyacetic acid",수수,0.05†,0.05,†
이사-디,"2,4-D, 2,4-dichlorophenoxyacetic acid",쌀,0.05,0.05,
이사-디,"2,4-D, 2,4-dichlorophenoxyacetic acid",알,0.01,0.01,
이사-디,"2,4-D, 2,4-dichlorophenoxyacetic acid",옥수수,0.05†,0.05,†
이사-디,"2,4-D, 2,4-dichlorophenoxyacetic acid",유,0.01,0.01,
이사-디,"2,4-D, 2,4-dichlorophenoxyacetic acid",율무,0.05,0.05,
이사-디,"2,4-D, 2,4-dichlorophenoxyacetic acid",자두,0.05†,0.05,†
이사-디,"2,4-D, 2,4-dichlorophenoxyacetic acid",체리,0.05†,0.05,†
이사-디,"2,4-D, 2,4-dichlorophenoxyacetic acid",포유류고기,0.05,0.05,
이사-디,"2,4-D, 2,4-dichlorophenoxyacetic acid",호프,0.09†,0.09,†
이사오-티,"2,4,5-T, 2,4,5-trichlorophenoxyacetic acid",돼지고기,0.05,0.05,
이사오-티,"2,4,5-T, 2,4,5-trichlorophenoxyacetic acid",말고기,0.05,0.05,
이사오-티,"2,4,5-T, 2,4,5-trichlorophenoxyacetic acid",소고기,0.05,0.05,
이사오-티,"2,4,5-T, 2,4,5-trichlorophenoxyacetic acid",양고기,0.05,0.05,
이사오-티,"2,4,5-T, 2,4,5-trichlorophenoxyacetic acid",염소고기,0.05,0.05,
이산화황,Sulfur dioxide,포도,10†,10,†
이프로디온,Iprodione,감,5,5,
이프로디온,Iprodione,감귤,2,2,
이프로디온,Iprodione,건삼,0.7,0.7,
이프로디온,Iprodione,고구마,0.05,0.05,
이프로디온,Iprodione,고추,5,5,
이프로디온,Iprodione,고추(건조),15,15,
이프로디온,Iprodione,당근,0.05,0.05,
이프로디온,Iprodione,대추,5,5,
이프로디온,Iprodione,대추(건조),10,10,
이프로디온,Iprodione,들깻잎,20,20,
이프로디온,Iprodione,딸기,10,10,
이프로디온,Iprodione,땅콩,0.05,0.05,
이프로디온,Iprodione,레몬,7,7,
이프로디온,Iprodione,마,0.05,0.05,
이프로디온,Iprodione,마(건조),0.05,0.05,
이프로디온,Iprodione,마늘,0.1,0.1,
이프로디온,Iprodione,망고,1.5,1.5,
이프로디온,Iprodione,매실,5,5,
이프로디온,Iprodione,무(뿌리),0.05,0.05,
이프로디온,Iprodione,무(잎),10,10,
이프로디온,Iprodione,바나나,9.0†,9,†
이프로디온,Iprodione,배,5,5,
이프로디온,Iprodione,배추,5,5,
이프로디온,Iprodione,복분자,10,10,
이프로디온,Iprodione,복숭아,2,2,
이프로디온,Iprodione,브로콜리,7,7,
이프로디온,Iprodione,블루베리,10,10,
이프로디온,Iprodione,비트(뿌리),1.5,1.5,
이프로디온,Iprodione,비트(잎),30,30,
이프로디온,Iprodione,사과,5,5,
이프로디온,Iprodione,생강,0.05,0.05,
이프로디온,Iprodione,석류,3,3,
이프로디온,Iprodione,수박,0.3,0.3,
이프로디온,Iprodione,수삼,0.2,0.2,
이프로디온,Iprodione,쌀,0.2,0.2,
이프로디온,Iprodione,아로니아,10,10,
이프로디온,Iprodione,아몬드,0.2†,0.2,†
이프로디온,Iprodione,양배추,10,10,
이프로디온,Iprodione,양파,0.05,0.05,
이프로디온,Iprodione,여주,3,3,
이프로디온,Iprodione,엽경채류,20,20,
이프로디온,Iprodione,엽채류,20,20,
이프로디온,Iprodione,오미자,7,7,
이프로디온,Iprodione,오미자(건조),20,20,
이프로디온,Iprodione,오이,5,5,
이프로디온,Iprodione,유자,7,7,
이프로디온,Iprodione,율무,3,3,
이프로디온,Iprodione,자두,0.3,0.3,
이프로디온,Iprodione,체리,10†,10,†
이프로디온,Iprodione,키위,5,5,
이프로디온,Iprodione,토마토,2,2,
이프로디온,Iprodione,파파야,7,7,
이프로디온,Iprodione,포도,10,10,
이프로디온,Iprodione,풋마늘,2,2,
이프로디온,Iprodione,피망,5,5,
이프로디온,Iprodione,향신씨,0.05†,0.05,†
이프로디온,Iprodione,홍화씨,1,1,
이프로발리카브,Iprovalicarb,감자,0.5,0.5,
이프로발리카브,Iprovalicarb,건삼,0.1,0.1,
이프로발리카브,Iprovalicarb,고추,1,1,
이프로발리카브,Iprovalicarb,딸기,0.5,0.5,
이프로발리카브,Iprovalicarb,마늘,0.1,0.1,
이프로발리카브,Iprovalicarb,머루,5,5,
이프로발리카브,Iprovalicarb,무(뿌리),0.03,0.03,
이프로발리카브,Iprovalicarb,무(잎),5,5,
이프로발리카브,Iprovalicarb,무화과,1,1,
이프로발리카브,Iprovalicarb,배추,0.7,0.7,
이프로발리카브,Iprovalicarb,부추,0.3,0.3,
이프로발리카브,Iprovalicarb,수박,0.5,0.5,
이프로발리카브,Iprovalicarb,수삼,0.1,0.1,
이프로발리카브,Iprovalicarb,양파,0.5,0.5,
이프로발리카브,Iprovalicarb,엇갈이배추,2,2,
이프로발리카브,Iprovalicarb,오이,1,1,
이프로발리카브,Iprovalicarb,참깨,0.1,0.1,
이프로발리카브,Iprovalicarb,참외,0.3,0.3,
이프로발리카브,Iprovalicarb,토마토,2,2,
이프로발리카브,Iprovalicarb,포도,2,2,
이프로발리카브,Iprovalicarb,풋마늘,2,2,
이프로벤포스,Iprobenfos,쌀,0.2,0.2,
이프코나졸,Ipconazole,쌀,0.05,0.05,
이프펜카바존,Ipfencarbazone,쌀,0.05,0.05,
이프플루페노퀸,Ipflufenoquin,감,0.2,0.2,
이프플루페노퀸,Ipflufenoquin,감귤,0.7,0.7,
이프플루페노퀸,Ipflufenoquin,딸기,3,3,
이프플루페노퀸,Ipflufenoquin,마늘,0.03,0.03,
이프플루페노퀸,Ipflufenoquin,배,0.3,0.3,
이프플루페노퀸,Ipflufenoquin,복숭아,0.5,0.5,
이프플루페노퀸,Ipflufenoquin,사과,0.3,0.3,
이프플루페노퀸,Ipflufenoquin,살구,0.2,0.2,
이프플루페노퀸,Ipflufenoquin,양파,0.03,0.03,
이프플루페노퀸,Ipflufenoquin,오이,0.5,0.5,
이프플루페노퀸,Ipflufenoquin,자두,0.03,0.03,
이프플루페노퀸,Ipflufenoquin,키위,3,3,
이프플루페노퀸,Ipflufenoquin,토마토,2,2,
이프플루페노퀸,Ipflufenoquin,파,5,5,
이프플루페노퀸,Ipflufenoquin,포도,3,3,
이프플루페노퀸,Ipflufenoquin,풋마늘,0.05,0.05,
인다노판,Indanofan,쌀,0.1,0.1,
인다지플람,Indaziflam,감,0.05,0.05,
인다지플람,Indaziflam,감귤,0.05,0.05,
인다지플람,Indaziflam,대추,0.05,0.05,
인다지플람,Indaziflam,매실,0.05,0.05,
인다지플람,Indaziflam,배,0.05,0.05,
인다지플람,Indaziflam,복숭아,0.05,0.05,
인다지플람,Indaziflam,사과,0.05,0.05,
인다지플람,Indaziflam,자두,0.05,0.05,
인독사카브,Indoxacarb,가금류고기,0.02f,0.02,f
인독사카브,Indoxacarb,가금류부산물,0.01,0.01,
인독사카브,Indoxacarb,가지,1,1,
인독사카브,Indoxacarb,감,1,1,
인독사카브,Indoxacarb,감귤,0.5,0.5,
인독사카브,Indoxacarb,감자,0.05,0.05,
인독사카브,Indoxacarb,고구마,0.03,0.03,
인독사카브,Indoxacarb,고구마줄기,0.1,0.1,
인독사카브,Indoxacarb,고추,1,1,
인독사카브,Indoxacarb,고추(건조),5,5,
인독사카브,Indoxacarb,고추냉이(잎),5,5,
인독사카브,Indoxacarb,구기자,3,3,
인독사카브,Indoxacarb,구기자(건조),15,15,
인독사카브,Indoxacarb,근대,15,15,
인독사카브,Indoxacarb,기장,2,2,
인독사카브,Indoxacarb,냉이,7,7,
인독사카브,Indoxacarb,녹두,0.3,0.3,
인독사카브,Indoxacarb,느타리버섯,0.2,0.2,
인독사카브,Indoxacarb,달래,2,2,
인독사카브,Indoxacarb,당근,0.2,0.2,
인독사카브,Indoxacarb,대두,0.2,0.2,
인독사카브,Indoxacarb,대추,1,1,
인독사카브,Indoxacarb,대추(건조),2,2,
인독사카브,Indoxacarb,더덕,0.05,0.05,
인독사카브,Indoxacarb,들깨,0.05,0.05,
인독사카브,Indoxacarb,들깻잎,20,20,
인독사카브,Indoxacarb,딸기,1,1,
인독사카브,Indoxacarb,땅콩,0.05,0.05,
인독사카브,Indoxacarb,레몬,1.5,1.5,
인독사카브,Indoxacarb,루꼴라,10,10,
인독사카브,Indoxacarb,마카(건조),0.5,0.5,
인독사카브,Indoxacarb,망고,0.7,0.7,
인독사카브,Indoxacarb,매실,0.3,0.3,
인독사카브,Indoxacarb,머루,0.5,0.5,
인독사카브,Indoxacarb,멜론,0.5†,0.5,†
인독사카브,Indoxacarb,모과,0.2,0.2,
인독사카브,Indoxacarb,무(뿌리),0.3,0.3,
인독사카브,Indoxacarb,무(잎),7,7,
인독사카브,Indoxacarb,무화과,1.5,1.5,
인독사카브,Indoxacarb,미나리,7,7,
인독사카브,Indoxacarb,배,0.5,0.5,
인독사카브,Indoxacarb,배추,0.7,0.7,
인독사카브,Indoxacarb,배추(건조),3.5,3.5,
인독사카브,Indoxacarb,복분자,0.5,0.5,
인독사카브,Indoxacarb,복숭아,1,1,
인독사카브,Indoxacarb,부추,3,3,
인독사카브,Indoxacarb,브로콜리,4.0†,4,†
인독사카브,Indoxacarb,블루베리,2,2,
인독사카브,Indoxacarb,비트(뿌리),0.3,0.3,
인독사카브,Indoxacarb,비트(잎),5,5,
인독사카브,Indoxacarb,사과,0.3,0.3,
인독사카브,Indoxacarb,살구,0.8,0.8,
인독사카브,Indoxacarb,상추,10,10,
인독사카브,Indoxacarb,생강,0.05,0.05,
인독사카브,Indoxacarb,석류,0.2,0.2,
인독사카브,Indoxacarb,셀러리,8.0†,8,†
인독사카브,Indoxacarb,수박,0.2,0.2,
인독사카브,Indoxacarb,수수,1,1,
인독사카브,Indoxacarb,순무,0.2,0.2,
인독사카브,Indoxacarb,시금치,10,10,
인독사카브,Indoxacarb,쌀,0.1,0.1,
인독사카브,Indoxacarb,쑥갓,20,20,
인독사카브,Indoxacarb,아로니아,5,5,
인독사카브,Indoxacarb,아스파라거스,0.05,0.05,
인독사카브,Indoxacarb,알,0.02,0.02,
인독사카브,Indoxacarb,양배추,2,2,
인독사카브,Indoxacarb,양상추,10,10,
인독사카브,Indoxacarb,양송이버섯,0.03,0.03,
인독사카브,Indoxacarb,엇갈이배추,5,5,
인독사카브,Indoxacarb,엽채류,3,3,
인독사카브,Indoxacarb,오렌지,0.5,0.5,
인독사카브,Indoxacarb,오미자,0.2,0.2,
인독사카브,Indoxacarb,오미자(건조),1.5,1.5,
인독사카브,Indoxacarb,오이,0.5,0.5,
인독사카브,Indoxacarb,옥수수,0.05,0.05,
인독사카브,Indoxacarb,우엉,0.03,0.03,
인독사카브,Indoxacarb,유,0.1,0.1,
인독사카브,Indoxacarb,유자,0.5,0.5,
인독사카브,Indoxacarb,유채,0.5,0.5,
인독사카브,Indoxacarb,유채씨,0.5,0.5,
인독사카브,Indoxacarb,자두,0.5,0.5,
인독사카브,Indoxacarb,잣,0.05,0.05,
인독사카브,Indoxacarb,조,0.5,0.5,
인독사카브,Indoxacarb,차즈기(잎),20,20,
인독사카브,Indoxacarb,참깨,0.05,0.05,
인독사카브,Indoxacarb,참나물,10,10,
인독사카브,Indoxacarb,참외,1,1,
인독사카브,Indoxacarb,체리,0.9†,0.9,†
인독사카브,Indoxacarb,취나물,10,10,
인독사카브,Indoxacarb,치커리,10,10,
인독사카브,Indoxacarb,치커리(뿌리),0.15,0.15,
인독사카브,Indoxacarb,콜라비,0.2,0.2,
인독사카브,Indoxacarb,크랜베리,1.0†,1,†
인독사카브,Indoxacarb,토란,0.03,0.03,
인독사카브,Indoxacarb,토란(줄기),1,1,
인독사카브,Indoxacarb,토마토,0.3†,0.3,†
인독사카브,Indoxacarb,파,2,2,
인독사카브,Indoxacarb,파(건조),2,2,
인독사카브,Indoxacarb,파슬리,7,7,
인독사카브,Indoxacarb,팥,0.05,0.05,
인독사카브,Indoxacarb,포도,2,2,
인독사카브,Indoxacarb,포유류고기,2.0f,2,f
인독사카브,Indoxacarb,포유류부산물,0.05,0.05,
인독사카브,Indoxacarb,표고버섯,0.2,0.2,
인독사카브,Indoxacarb,풋콩,0.7,0.7,
인독사카브,Indoxacarb,피망,1,1,
인독사카브,Indoxacarb,호박,0.15†,0.15,†
인피르플룩삼,Inpyrfluxam,고추,3,3,
